video_id,video_title,link,author,text,likes,sentiment,confidence_score
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@pagtigumtv3910,Wooow que genial 👏,3,positive,0.9076420068740845
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@ferhurtado5502,por que ya no han hecho en Celaya gto,1,neutral,0.7923569083213806
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@machoibericodecrianza6853,llamamastarde,0,neutral,0.627487301826477
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@angelicaalvesbarbosa9207,llamamastarde wfuh,1,neutral,0.6778549551963806
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@tonisanchez5024,+The notorious One k lo k,0,neutral,0.842192530632019
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@edarlega6623,Taste the feeling,1,neutral,0.7625616192817688
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@aqibkhanaqibkhan9189,"lllllmm 
kHz Ha Oh zip drop dip 7",0,neutral,0.8586922287940979
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@ntcsdakoto3427,Aqib Khan Aqib Khan,0,neutral,0.8637345433235168
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@oscar-oj7vk,"la coca cola con ron blanco sabe.bien, un bacardi. o un appleton también los más.locos le.ponen Tonaya o.mezcalito del más judído. los pobres lo revuelven con viuda negra",6,neutral,0.843058705329895
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@gracebuhlermarin,y por lo visto aqui en el DF ya no lo van a volver a hacer verdad.,0,neutral,0.7940770983695984
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@gog9606,Awwww,0,negative,0.7353116869926453
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@PauloVitor-fm1nh,"Olha só que legal aqui nos comentários, tem todas pessoas de cada país, unidos pela Coca-Cola ! ! !",1,neutral,0.6751667857170105
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@leslieshfsha7645,Por Dios que HERMOSO💕,2,positive,0.7433246970176697
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@rosamariamendozagil9786,me gusta la música y la alegría de la Navidad la coreografía es muy  buena,2,neutral,0.7586034536361694
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@welclersonsilva5823,muito lindo feliz Natal a todos,2,neutral,0.8272814154624939
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@soledadrivera8233,que delicioso es. la coca cola en mis comidas no falta el refreso coca cola,0,neutral,0.7995391488075256
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@nachorodriguez1969,gracias de Argentina,2,neutral,0.797450840473175
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@LauraGonzalez-ok5ef,como se llama la cansion,0,neutral,0.7185345888137817
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@alejandragarciaescobedo3107,like 32 i love coca cola💗💗💗,4,positive,0.9860664010047913
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@mariafernandacardona5848,es lo que más amo de Coca Cola gracias por tantas sonrisas💖,3,positive,0.8329898118972778
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@Joaquin-jb6dm,Amo la coca cola,2,neutral,0.7121423482894897
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@valeriamonserrathtorrestor196,2,2,neutral,0.49681293964385986
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@elsacantero2525,1,0,neutral,0.4965090751647949
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@nanabestaevi8731,maestro ulises Sandoval са,0,neutral,0.8577364087104797
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@josedejesusalvarez5842,maestro ulises Sandoval p,1,neutral,0.8683637976646423
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@brandontran352,Nana Bestaevi,0,neutral,0.7315775752067566
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@pepeperez7970,5,1,neutral,0.5012544989585876
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@玫瑰服飾,Crente TV  btnt,0,neutral,0.6962725520133972
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@narinphone2172,Crente TV,0,neutral,0.6884578466415405
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@narinphone2172,Pepe Perez i,0,neutral,0.807712733745575
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@anicetoalarconcabanas4479,Leslie Tafolla ni bien ni,1,neutral,0.7537668943405151
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@maysaolivei9696,źź Mezzndoza Gil777i7i77777777777 ź,2,neutral,0.8611772656440735
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@luizafreitasgoncalves2394,welclerson Silva,0,neutral,0.7769343256950378
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@alejandraivettquintanar5544,Luiza Freitas Gonçal   ves,0,neutral,0.8364470601081848
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@mararegina7,eu vou passa da com maridão beber Coca-cola zero vede,0,neutral,0.8506349325180054
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@enzofx6353,"Soledad Rivera bo0






  vbhggfri",0,neutral,0.8380696773529053
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@teresahuerta6721,película pepa,0,neutral,0.6890290975570679
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@teresahuerta6721,pepa,0,neutral,0.5307729840278625
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@gerardotibuciococacfphyfcl3304,ooip,0,neutral,0.528428316116333
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@gog9606,CRISTIAN Gonzalez filet,0,neutral,0.7480751276016235
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@LauraGonzalez-ok5ef,FLOTY GAMER  grasias,0,neutral,0.8014646172523499
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@kimphung3713,nnb,0,neutral,0.5431087613105774
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@ismaeljimenez1159,Alejandra garcia,1,neutral,0.7654861807823181
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@alejandragarciaescobedo3107,ismael jimenez mande,1,neutral,0.8268222808837891
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@federicodenacimiento9802,Alejandra Garcia Escobedo jjjzxvbkifv htbvbjcñgkzgg. cpyutrr,0,neutral,0.8133413195610046
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@salvadorcrtuznavarro6574,Alejandra Garcia Escobedo p p la p gracias por losbiln,0,neutral,0.8733766674995422
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@juliocabrera28,Salvador crtuz Navarro trios,0,neutral,0.8611837029457092
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@israellopezfierro293,55,0,neutral,0.5598202347755432
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@guadaluperosas8919,Alejandra Garcia Escobedo ou,0,neutral,0.8489871025085449
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@tonisanchez5024,hola,0,neutral,0.5183931589126587
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@fabiosilva4101,Alejandra Garcia Escobedo oi,0,neutral,0.8355159163475037
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@i8van46rodrigues7,@guadaluperosas8919  Ary ZhôAP,0,neutral,0.8199173212051392
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@sida6760,pendeja,1,neutral,0.6172406077384949
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@5adavidsouza222,facebook,0,neutral,0.7281152606010437
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@martingarcia1361,"Ctes zch. bbn,",0,neutral,0.7174956798553467
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@bryanybrandon-nuestravida3668,"5 ?aDavid Souza David



si usted ha tuu",0,neutral,0.9068349003791809
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@bryanybrandon-nuestravida3668,"Martin Garcia 
mk",1,neutral,0.7937159538269043
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@aqibkhanaqibkhan9189,Bryan y Brandon- nuestra vida m,1,neutral,0.8990758657455444
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@liepha8976,Maria Fernanda Cardona Calvillo.,0,neutral,0.7802749276161194
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@giorgios838,Enderman 117 44,0,neutral,0.8625672459602356
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@futuroytufamiliaffruf9573,"Valeria Monserrath Torres Torres 






talla",0,neutral,0.8454388380050659
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@valeriamonserrathtorrestor196,que,0,neutral,0.5341737270355225
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@terezabraga7693,Valeria Monserrath Torres Torres,0,neutral,0.8409013152122498
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@valeriamonserrathtorrestor196,mejor hadla,0,neutral,0.6377207636833191
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@anadelamadrid4833,Valeria Monserrath Torres Torres efuijtinuvj,0,neutral,0.8401556611061096
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@valeriamonserrathtorrestor196,Ana de la madrid hffffftbwgjuxgstgjvwhsffjgsisbcyshxowvpsyduGjsjsdhvsvddghhvsffbh jaja pendeja,1,neutral,0.796478807926178
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,@brendaalinerosavicente8739,+Ana de la madrid parabéns sempre foi sempre é. e sempre será Coca cola,1,neutral,0.8815422654151917
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@zoepuljizsosa188,Si Coca-Cola no saca una botella de coca con el nombre zoe no voy a decir nada pero....😅,0,neutral,0.6746572852134705
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@the_wolf_in_u,Coca cola la guerra de siempre,0,neutral,0.8031290173530579
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@okansarica2888,Bir kola için bir tane çocuk öldürsin iarail,0,neutral,0.7527586817741394
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@taitaiozilian1976,"Agora com a IA alguem podia fazer a musica com os outors 6 participantes pra ver como ficaria, se outros tivessem ganhado",0,neutral,0.8699193596839905
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@Jack_abner,pepsi is better,0,neutral,0.5582616925239563
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@naimaguilar7362,Por qué no se mintieron,1,neutral,0.7207298278808594
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@nadeekabandara9213,Nice ❤❤,0,positive,0.9653744697570801
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@AntonioIzazaga-bw9zd,Toño...💟💟😘,2,positive,0.7971285581588745
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@eutecontogames5147,Que saudade do antigo e velho K-suco,1,neutral,0.8510324358940125
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@SouLife999,Trash,1,negative,0.7955213785171509
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@My_yt-l5t,Not going to lie Pepsi's better,2,positive,0.5483707189559937
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@sakibarafat4169,🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🤛🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕,1,neutral,0.6840577125549316
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@Raiyan1093,"Coca-cola just turned off the comment section of ""This is my coke"" video. So I am gonna comment my comment in every video I can.
We, the Bangladeshi people, residents of a third world country, conducted a buoykott (Deliberately misspelled to avoid removal (Dunno if its gonna help)) program for jio-nist organizations in response to another jenoside conducted in the P country. It really hit them hard and they had to make e low-class defending AD to control damage. Being a US-based channel they could not even pronounce the name of the jenosidal maniac illegal settlers. This is our win. I invite brothers from other countries to participate in this.",0,negative,0.4959862232208252
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@digital365degree5,Voycott coke,0,negative,0.5002017021179199
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@mdforhad3064,বয়কট কোকাকোলা,1,neutral,0.7441580295562744
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@JaosdjxxXxxcv,korli tu...,0,neutral,0.7010343670845032
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@creathope8261,lets boycote the coca cola.,1,neutral,0.7680791020393372
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@asheefislam3015,All eyes on Rafah !,2,neutral,0.7044102549552917
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@primalfromstar,Sabe oque seria legal gravar músicas nas garrafas como num Vinil e criar um tipo gramophone para ler as músicas.,0,neutral,0.8593092560768127
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@akashfernando1927,Nope,1,neutral,0.503022313117981
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@Simonesanderss,The Kiffness x Mr. Coca Cola / Faisan (Live Looping Remix) you guys should pay this guy for the good advertising 😄👍👍 now I have Coca Cola in playing in my mind,0,positive,0.946398138999939
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@antoniodevita5687,PEPSI,0,neutral,0.5774213075637817
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@Mariosergio-fj2kq,Muito bom mesmo,1,neutral,0.7164521217346191
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@PUHAHAHAHHAHAHA,🤮,0,negative,0.6547245979309082
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@willsalazarramirez5139,CHICLAYO PERU 🇵🇪 🇺🇸 🇧🇷,1,neutral,0.8068538904190063
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@mattheus5120,Aniraaaaa,1,neutral,0.5885030627250671
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@saymoncardoso,"até hoje esperando o tal ""hit do ano"".",1,neutral,0.840435266494751
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@AreiasPlay,O comercial deu mais certo que o hit do ano kkk,9,neutral,0.8751424551010132
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,@emyj.6057,"""""""""""""""""""""""""""""""""""""""""""""""""HIT DO ANO""""""""""""""""""""""""""""""""""""""""""""""""",1,neutral,0.5912657380104065
