video_id,video_title,video_link,video_views,publish_video_year,video_title_language,author_comment,comment,likes_comment,sentiment_comment,confidence_score
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@teresahuerta6721,pepa,0,neutral,0.5307729840278625
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@gerardotibuciococacfphyfcl3304,ooip,0,neutral,0.528428316116333
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@gog9606,CRISTIAN Gonzalez filet,0,neutral,0.7480751276016235
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@LauraGonzalez-ok5ef,FLOTY GAMER  grasias,0,neutral,0.8014646172523499
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@kimphung3713,nnb,0,neutral,0.5431087613105774
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@ismaeljimenez1159,Alejandra garcia,1,neutral,0.7654861807823181
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@alejandragarciaescobedo3107,ismael jimenez mande,1,neutral,0.8268222808837891
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@federicodenacimiento9802,Alejandra Garcia Escobedo jjjzxvbkifv htbvbjcñgkzgg. cpyutrr,0,neutral,0.8133413195610046
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@salvadorcrtuznavarro6574,Alejandra Garcia Escobedo p p la p gracias por losbiln,0,neutral,0.8733766674995422
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@juliocabrera28,Salvador crtuz Navarro trios,0,neutral,0.8611837029457092
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@israellopezfierro293,55,0,neutral,0.5598202347755432
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@guadaluperosas8919,Alejandra Garcia Escobedo ou,0,neutral,0.8489871025085449
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@tonisanchez5024,hola,0,neutral,0.5183931589126587
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@fabiosilva4101,Alejandra Garcia Escobedo oi,0,neutral,0.8355159163475037
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@i8van46rodrigues7,@guadaluperosas8919  Ary ZhôAP,0,neutral,0.8199173212051392
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@sida6760,pendeja,1,neutral,0.6172406077384949
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@5adavidsouza222,facebook,0,neutral,0.7281152606010437
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@martingarcia1361,"Ctes zch. bbn,",0,neutral,0.7174956798553467
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@bryanybrandon-nuestravida3668,"5 ?aDavid Souza David



si usted ha tuu",0,neutral,0.9068349003791808
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@bryanybrandon-nuestravida3668,"Martin Garcia 
mk",1,neutral,0.7937159538269043
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@aqibkhanaqibkhan9189,Bryan y Brandon- nuestra vida m,1,neutral,0.8990758657455444
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@liepha8976,Maria Fernanda Cardona Calvillo.,0,neutral,0.7802749276161194
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@giorgios838,Enderman 117 44,0,neutral,0.8625672459602356
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@futuroytufamiliaffruf9573,"Valeria Monserrath Torres Torres 






talla",0,neutral,0.8454388380050659
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@valeriamonserrathtorrestor196,que,0,neutral,0.5341737270355225
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@terezabraga7693,Valeria Monserrath Torres Torres,0,neutral,0.8409013152122498
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@valeriamonserrathtorrestor196,mejor hadla,0,neutral,0.6377207636833191
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@anadelamadrid4833,Valeria Monserrath Torres Torres efuijtinuvj,0,neutral,0.8401556611061096
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@valeriamonserrathtorrestor196,Ana de la madrid hffffftbwgjuxgstgjvwhsffjgsisbcyshxowvpsyduGjsjsdhvsvddghhvsffbh jaja pendeja,1,neutral,0.796478807926178
l9r673GbR8k,SHOW DE LUCES CON DRONES DE INTEL EN  LA CARAVANA COCA-COLA,https://www.youtube.com/watch?v=l9r673GbR8k,7853189,2016,en,@brendaalinerosavicente8739,+Ana de la madrid parabéns sempre foi sempre é. e sempre será Coca cola,1,neutral,0.8815422654151917
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@zoepuljizsosa188,Si Coca-Cola no saca una botella de coca con el nombre zoe no voy a decir nada pero....😅,0,neutral,0.6746572852134705
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@the_wolf_in_u,Coca cola la guerra de siempre,0,neutral,0.8031290173530579
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@okansarica2888,Bir kola için bir tane çocuk öldürsin iarail,0,neutral,0.7527586817741394
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@taitaiozilian1976,"Agora com a IA alguem podia fazer a musica com os outors 6 participantes pra ver como ficaria, se outros tivessem ganhado",0,neutral,0.8699193596839905
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@Jack_abner,pepsi is better,0,neutral,0.5582616925239563
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@naimaguilar7362,Por qué no se mintieron,1,neutral,0.7207298278808594
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@nadeekabandara9213,Nice ❤❤,0,positive,0.96537446975708
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@AntonioIzazaga-bw9zd,Toño...💟💟😘,2,positive,0.7971285581588745
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@eutecontogames5147,Que saudade do antigo e velho K-suco,1,neutral,0.8510324358940125
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@SouLife999,Trash,1,negative,0.7955213785171509
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@My_yt-l5t,Not going to lie Pepsi's better,2,positive,0.5483707189559937
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@sakibarafat4169,🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🤛🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕,1,neutral,0.6840577125549316
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@Raiyan1093,"Coca-cola just turned off the comment section of ""This is my coke"" video. So I am gonna comment my comment in every video I can.
We, the Bangladeshi people, residents of a third world country, conducted a buoykott (Deliberately misspelled to avoid removal (Dunno if its gonna help)) program for jio-nist organizations in response to another jenoside conducted in the P country. It really hit them hard and they had to make e low-class defending AD to control damage. Being a US-based channel they could not even pronounce the name of the jenosidal maniac illegal settlers. This is our win. I invite brothers from other countries to participate in this.",0,negative,0.4959862232208252
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@digital365degree5,Voycott coke,0,negative,0.5002017021179199
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@mdforhad3064,বয়কট কোকাকোলা,1,neutral,0.7441580295562744
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@JaosdjxxXxxcv,korli tu...,0,neutral,0.7010343670845032
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@creathope8261,lets boycote the coca cola.,1,neutral,0.7680791020393372
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@asheefislam3015,All eyes on Rafah !,2,neutral,0.7044102549552917
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@primalfromstar,Sabe oque seria legal gravar músicas nas garrafas como num Vinil e criar um tipo gramophone para ler as músicas.,0,neutral,0.8593092560768127
e2uBMW2vChs,Coca-Cola FanFeat – Junte seus ídolos no hit do ano,https://www.youtube.com/watch?v=e2uBMW2vChs,59309407,2017,pt,@akashfernando1927,Nope,1,neutral,0.503022313117981
